"The paint on the fuel line, and apparently it came loose while driving.",other
"Plus it seems it takes more force to stop when I brake, after a few seconds, the brakes",brakes
My cars breaks make a terrible sound when stopping.,brakes
68F,other
AC doesn't work well.,other
Car makes a grinding noise when stopping.,brakes
"It won't start the engine only to find that the dashboard lights up, but the car to turn over.",starter
Dashboard computer reboots when traveling above 80mph,other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
I have the button pushed in and the batteries just keep dying after about a week.,other
It makes a sputtering noise and does not turn over.,starter
Brake pads appear less than ¼ inch thick,brakes
"When I drive, I feel like the car does not roll back up.",other
My back seat seatbelt won't lock.,other
Front right corner is dented from a collision.,other
"My cars breaks make noises and also take more time to come to a stop light, I press on the brakes.",brakes
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
Dashboard computer reboots when traveling above 80mph,other
Car dies when I stop at a light or stop sign and then won't start again.,starter
Fuel economy has gotten very bad.,other
I can't open the damn door to my car,other
super frustrating every time I try to start the ignition?,starter
Brake pedal vibrates or feels unsteady as you press down on the brake pedal.,brakes
There isn't an immediate response.,other
But the car is talking to me through the radio and asking me if I know where the All Spark is hidden,other
Aaarrrggghhh!!!!,other
Not so much a grinding noise when stopping.,brakes
Please help ASAP!,starter
Car takes too long to stop the car.,brakes
My battery keeps dying.,other
I can't get up to 88 MPH,other
"I turn the key, nothing happens.",other
It seems like I have to brake the car refuses to stop when I try to brake again.,brakes
There is a light that came on that looks to be wearing down at different rates.,other
Then I have to press the brakes,brakes
Usefulness is vanishing...,other
I can't get up to 88 MPH,other
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
Fuel economy has gotten very bad.,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
The car pulls to the air coming out of gas.,other
It's an intense upper body workout to stay in one lane on the road,other
"I keep driving past my driveway because the car does slow, but it takes more force to stop",brakes
That is all,other
I'm not sure if it is the battery since the lights and radio worked but it doesn't work.,starter
"This is the third one, and I can't get up to 88 MPH",other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Brake pedal vibrates or feels unsteady as you press down,brakes
Front right corner is dented from a collision.,other
The air conditioner only blows cold sometimes.,other
My window won't roll up.,other
Metallic scraping or grinding noise and brakes disengage,brakes
The car won't shift out of park.,other
Brake pedal vibrates or feels unsteady as you press down on the brakes.,brakes
"This is the third one, and I don't get it.",other
Car doesn't always start when it's low on blinker fluid,starter
My car makes a sputtering noise and does not turn over.,starter
There is a bit short these days.,other
my car does not stop,brakes
Shuttering when accelerating,other
"When coming to a stop at a stop at a stop at a stop at a stop light, I press down",brakes
Car won’t stop quickly,brakes
I think my alignment is bad.,other
"It won't go, but it kind of won't stop either.",other
"When I hit the start button to turn everything off, everything stays on.",other
Sometimes the car to turn over.,starter
The HVAC system is broken in the car.,other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
Parking brake doesn’t return once released,brakes
Car takes too long to stop when I push hard on the brake pedal,brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
Blind Spot Monitoring system will randomly be disabled.,other
There a loud knocking sound coming from the front of the car.,other
Steering wheel shakes uncontrollably when I bought the car.,other
My car drifts when driving it and my seating area doesn't work well.,other
Rear right tail light is out.,other
"Leak of a clear, cloudy, oil like substance in the car.",other
The car pulls to the air bag or seat belt.,other
"I tried starting my car it just stops again, what is wrong!",starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
"When I drive, I feel like the car does not feel secure.",other
Parking brake doesn’t return once released,brakes
"I can't drive that way, always these bullshitty new technologies...",starter
Aaarrrggghhh!!!!,other
The car pulls to the left.,other
Just that odd clicking noise....,starter
It's an intense upper body workout to stay in one lane on the left door is scratched.,other
"When I tried to drive, the car",brakes
And the brake pedal,brakes
I don't get it.,other
Dashboard computer reboots when traveling above 80mph,other
I hear a grinding noise as I drive.,other
Car won’t stop quickly,brakes
My car does not start.,starter
It is more squealing or screeching sounds than grinding.,brakes
Sometimes when I try to stop the car.,brakes
When I turn the key and nothing happens,starter
Metallic scraping or grinding noise and brakes disengage,brakes
"It sputters for a very long time to start, and if I push the key in it makes a grinding noise too.",starter
Car makes a grinding noise,brakes
the flux capacitor is misfiring and I don't get it.,other
Parking brake doesn’t return once released,brakes
"I have to press the ignition button at least twice before my car it just stops again, what is wrong!",starter
I have a problem with my blinker fluid.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
It won't start and doesn't respond when trying to jump start it.,starter
I can't put gas in my steering wheel.,other
the flux capacitor is misfiring and I don't get it.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
While driving I hear lot of grinding and scraping noises when stopping.,brakes
Cannot get the car doesnt start.,starter
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
Have to cycle the ignition button at least twice before my car but it doesn't work.,starter
Brake pads appear less than ¼ inch thick,brakes
Car takes too long to stop when I try to stop,brakes
Exhaust has a lot of black smoke and acrid smell.,other
Have to cycle the ignition button at least twice before my car but it definitely was not starting.,starter
I have to press the ignition three times before the car doesnt start.,starter
the flux capacitor is misfiring and I can't open the damn door to my car,other
The HVAC system is broken in the front.,other
Car does not start.,starter
But the car does not feel secure.,other
Car doesn't always start when it's low on blinker fluid,starter
I have a keyless start system and when I stop at a light or stop sign and then nothing happens.,starter
My air conditioning is whistling whenever it's turned on low.,other
Spongy brake pedal.,brakes
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
"I was working on the fuel line, and apparently it came loose while driving.",other
Exhaust has a lot of black smoke and acrid smell.,other
The car is talking to me through the radio and asking me if I know where the All Spark is hidden,other
Please help ASAP!,starter
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
My tire keeps going flat.,other
Car takes too long to stop the car.,brakes
"When it rains, the car won't start!",other
It seems like I have to press the brakes,brakes
Usefulness is vanishing...,other
my lights do not work,other
Cannot get the car doesnt start.,starter
"If I try to set it at anything other than MAX COOL, it defaults to full blast cooling.",other
My car makes a weird whirring sound every time I start my car starts.,starter
I hear a grinding noise coming from somewhere in the front.,other
Car does not turn over.,starter
The car won't shift out of the car.,other
I think my car is leaning on left,other
The pedal feels squishy and pulses when I try to brake again.,brakes
I keep driving past my driveway because the car does not stop,brakes
Then I have to press the brakes disengage.,brakes
"When I put the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
Aaarrrggghhh!!!!,other
Front right corner is dented from a collision.,other
super frustrating every time I start my car but it doesn't work.,starter
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
"When I hit the start button to turn everything off, everything stays on.",other
My tire keeps going flat.,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
There isn't an immediate response.,other
Spongy brake pedal.,brakes
Please help ASAP!,starter
It takes a long time before finally engaging and actually turning on.,starter
I turn the key and nothing happens,starter
68F,other
"To much technology, and that is ieven getting worse from model to newer model.",other
"But the car does not work, you pull the window up, it goes all the way up and then down.",other
I try to start the engine doesn’t power up,starter
"There is a lag when I manually check it, it is fine.",other
It makes a grinding sound for a few seconds and then nothing happens.,starter
It was really cold out and I could not get the emergency brake to disengage.,brakes
It won't start again.,starter
I turn the key in it makes a grinding noise too.,starter
When I turn the key and hear funny sounds but nothing happens.,starter
The windshield has a lot of black smoke and acrid smell.,other
The car make some squeaking noises when I press the brakes a bit harder than I normally would.,brakes
"I can't drive that way, always these bullshitty new technologies...",starter
My window won't roll up.,other
"Where's the place, where I need to insert my key to start the ignition?",starter
My back seat seatbelt won't lock.,other
It seems like I have to brake the car,brakes
There is a bit short these days.,other
The HVAC system is broken in the back of the vents doesn't feel any colder than the outside air.,other
Blind Spot Monitoring system will randomly be disabled.,other
My car is leaning on left,other
It makes a sputtering noise and does not turn over.,starter
It sputters for a while and never turns over.,starter
There is a bit short these days.,other
It is more squealing or screeching sounds than grinding.,brakes
The car pulls to the left.,other
The pedal feels squishy and pulses when I try to stop when I press on the brake pedal.,brakes
I can't put gas in my car,other
Blind Spot Monitoring system will randomly be disabled.,other
Just that odd clicking noise....,starter
Sometimes when I try to stop,brakes
Metallic scraping or grinding noise,brakes
When I turn the key and hear funny sounds but nothing happens.,starter
My car is leaning on left,other
My car is leaning on left,other
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
I turn the key and nothing happens,starter
"Steering wheel shakes uncontrollably when I manually check it, it is fine.",other
I tried starting my car but it doesn't work.,starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
I came out from work at the end of the day and the car doesnt start.,starter
my brakes make a terrible sound when stopping.,brakes
the flux capacitor is misfiring and I don't get it.,other
The windshield has a lot of black smoke and acrid smell.,other
It was really cold out and I could not get the emergency brake to disengage.,brakes
I can't put gas in my steering wheel.,other
I keep driving past my driveway because the car made horrible grinding noises.,brakes
Usefulness is vanishing...,other
"I have to press the ignition button at least twice before my car it just stops again, what is wrong!",starter
my car does not stop,brakes
"When I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
My back seat seatbelt won't lock.,other
Spongy brake pedal.,brakes
"I try to start the car, it spits and sputters for a while and never turns over.",starter
I was working on the freeway.,other
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
That is all,other
The car pulls to the left.,other
Blind Spot Monitoring system will randomly be disabled.,other
I came out from work at the end of the day and the car doesnt start.,starter
Alternator is faulty,starter
The gas door won't open.,other
Rear right tail light is out.,other
I try to start the ignition?,starter
Car dies when I stop at a light or stop sign and then nothing happens.,starter
It seems like I have to press the brakes disengage.,brakes
"I turn the key, nothing happens.",other
Customer states breaks make a squeaking noise whenever I try to stop,brakes
Brake pedal vibrates or feels unsteady as you press down,brakes
My window won't roll up.,other
The oil change has been performed.,other
When I try to start the engine unless you hit the starter with a hammer.,starter
Have to cycle the ignition button at least twice before my car starts.,starter
Car creates whistle sound each time I try to start the ignition?,starter
The windshield has a lot of black smoke and acrid smell.,other
My back seat seatbelt won't lock.,other
Car creates whistle sound each time I try to start the ignition?,starter
Usefulness is vanishing...,other
The oil change has been performed.,other
Car dies when I stop at a light or stop sign and then won't start the ignition?,starter
Everything seems to be wearing down at different rates.,other
My window won't roll up.,other
Please help ASAP!,starter
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
Fuel economy has gotten very bad.,other
I'm on the side of the car.,other
While driving I hear lot of grinding and scraping noises when I try to stop the car.,brakes
"Where's the place, where I need to insert my key to start the ignition?",starter
Car won’t stop quickly,brakes
68F,other
The left rear window only rolls down but does not roll back up.,other
the privacy glass between my driver and my seating area doesn't work,other
Not so much a grinding noise,brakes
I try to start it.,starter
Brake pedal vibrates or feels unsteady as you press down,brakes
The paint on the road,other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
It makes a grinding sound for a few seconds and then won't start the ignition?,starter
The brake squeak and any time the slightest pressure is applied to the brake pedal.,brakes
Blind Spot Monitoring system will randomly be disabled.,other
The car make some squeaking noises when I push hard on the brakes.,brakes
When I turn the key in it makes a grinding sound for a while and never turns over.,starter
There is a lag when I open my rear trunk,other
When I turn the key and nothing happens,starter
The windshield has a growing crack in it.,other
Dashboard computer reboots when traveling above 80mph,other
"Brake pedal engagement varies, sometimes hard sometimes soft",other
Usefulness is vanishing...,other
I have replaced the battery since the lights would come one and the car would not start.,starter
Car takes too long to stop when I press down on the brake pedal,brakes
68F,other
The warning indicator light is out.,other
Brake pedal vibrates or feels unsteady as you press down,brakes
my brakes make a deep grinding metal sound,brakes
windshield wipers,other
I tried starting my car starts.,starter
The car is now a pile of ashes.,other
My air conditioning is whistling whenever it's turned on low.,other
my brakes make a terrible sound when stopping.,brakes
I'm hearing a noise and feeling a vibration when I go over a bump.,other
My window won't roll up.,other
My car is leaning on left,other
I'm hearing a noise and feeling a vibration when I accelerate above 60 mph,other
"When I put the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
The warning indicator light is out.,other
While driving I hear lot of grinding and scraping noises when I press the brakes disengage.,brakes
Please help ASAP!,starter
The driver side window auto function does not roll back up.,other
It makes a sputtering noise and does not start.,starter
68F,other
My battery keeps dying.,other
"I hear a rattling noise when I turn the key, nothing happens.",other
I have some noise when i drive it above 60 mph.,other
Cannot get the car doesnt start.,starter
The paint on the freeway.,other
The other 3 tires report normally.,other
There isn't an immediate response.,other
"The gas door won't open, and I'm all out of park.",other
"When I tried to drive, the car",brakes
Just that odd clicking noise....,starter
I can't get up to 88 MPH,other
Parking brake doesn’t return once released,brakes
And the brake pedal.,brakes
I think my alignment is bad.,other
Brake pedal vibrates or feels unsteady as you press down on the brakes.,brakes
My car is very unsafe.,other
The HVAC system is broken in the back of the car.,other
The other 3 tires report normally.,other
"If I try to set it at anything other than MAX COOL, it defaults to full blast cooling.",other
"It won't go, but it kind of won't stop either.",other
It makes a grinding sound for a while and never turns over.,starter
my brakes make a squeaking noise whenever I try to brake again.,brakes
Car does not turn over.,starter
my lights do not work,other
Rear right tail light is out.,other
Brake pads appear less than ¼ inch thick,brakes
I can't put gas in my steering wheel.,other
Just that odd clicking noise....,starter
I can hear the starter firing but the car starts on the the fourth time.,starter
That's all good.,other
"To much technology, and that is ieven getting worse from model to newer model.",other
That is all,other
"When I hit the start button to turn everything off, everything stays on.",other
Metallic scraping or grinding noise,brakes
Aaarrrggghhh!!!!,other
My window won't roll up.,other
Usefulness is vanishing...,other
"Brake pedal engagement varies, sometimes hard sometimes soft",other
Car takes too long to stop,brakes
"super frustrating every time I start my car it just stops again, what is wrong!",starter
Parking brake doesn’t return once released,brakes
The air conditioner only blows cold sometimes.,other
The HVAC system is broken in the front.,other
The car is making a clicking noise.,other
Usefulness is vanishing...,other
The car pulls to the left.,other
Car takes too long to stop,brakes
"When I tried to drive, the car refuses to stop and sometimes very bumpy.",brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
"I try to start the engine only to find that the dashboard lights up, but the engine doesn’t power up",starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
There is a light that came on that looks to be working.,other
My battery keeps dying.,other
I can't open the damn door to my previous display which is very unsafe.,other
"I can't open the damn door to my car if the control says, eg.",other
AC doesn't work well.,other
I'm having an issue with fuel injection sensor or pressure.,other
Sometimes the car to turn over.,starter
Car takes too long to stop and sometimes very bumpy.,brakes
Not so much a grinding noise,brakes
The paint on the menu to return to my car is making a clicking noise.,other
My car does not turn over,starter
Brake pads appear less than ¼ inch thick,brakes
Car doesn't always start when it's low on blinker fluid,starter
I'm having an issue with fuel injection sensor or pressure.,other
my lights do not work,other
My back seat seatbelt won't lock.,other
Front right corner is dented from a collision.,other
"When I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
Brake pedal vibrates,brakes
There is a light that came on that looks to be wearing down at different rates.,other
Not so much a grinding noise,brakes
It seems like I have to brake the car refuses to stop the car.,brakes
"When I tried to drive, the car",brakes
Car doesn't always start when it's low on blinker fluid,starter
My air conditioning doesn't seem to be wearing down at different rates.,other
Brake pedal vibrates or feels unsteady as you press down on the brake pedal.,brakes
"When I hit the start button to turn everything off, everything stays on.",other
I turn the key and nothing happens,starter
I was working on the left door is scratched.,other
Car makes a grinding noise and brakes disengage,brakes
car makes grinding noise,brakes
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
The car make some squeaking noises when stopping.,brakes
Usefulness is vanishing...,other
Not so much a grinding noise when breaking.,brakes
Squealing sound,brakes
I can't get up to 88 MPH,other
Car takes too long to stop,brakes
Brake pedal vibrates or feels unsteady as you press down,brakes
The car is making a clicking noise.,other
The warning indicator light is out.,other
Blind Spot Monitoring system will randomly be disabled.,other
Car makes a squeaky noise when stopping.,brakes
Have to cycle the ignition three times before the car to turn over.,starter
Please help ASAP!,starter
Car won’t stop quickly,brakes
There isn't an immediate response.,other
The car pulls to the left.,other
68F,other
Dashboard computer reboots when traveling above 80mph,other
My car sounds like its 20 years old when I try to stop and sometimes very bumpy.,brakes
That's all good.,other
Steering wheel shakes when running at speed,other
Please help ASAP!,starter
Car takes too long to stop,brakes
my lights do not work,other
Brake pedal vibrates,brakes
While driving I hear lot of grinding and scraping noises when stopping.,brakes
Car does not start.,starter
The paint on the left door is scratched.,other
It was really cold out and I could not get the emergency brake to disengage.,brakes
My battery keeps dying.,other
When I try to start the engine unless you hit the starter firing but the car doesnt start.,starter
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
My back seat seatbelt won't lock.,other
Car makes a grinding noise,brakes
The car is talking to me through the radio and asking me if I know where the All Spark is hidden,other
Car doesn't always start when it's low on blinker fluid,starter
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
My car makes a weird whirring sound every time I try to start it.,starter
I turn the key and nothing happens,starter
Metallic scraping or grinding noise and brakes disengage,brakes
I have some noise when I open my rear trunk,other
"Everything seems to be working ok, but that sound wasn't there when I bought the car.",other
It won't start again.,starter
The driver side window auto function does not roll back up.,other
"I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
Car doesn't always start when it's low on blinker fluid,starter
Alternator is faulty,starter
Car doesn't always start when it's low on blinker fluid,starter
Then I have to press the brake pedal vibrates,brakes
I turn the key and nothing happens,starter
"sometimes, it won't go up at all!",other
I have the button pushed in and the air bag or seat belt.,other
While driving I hear lot of grinding and scraping noises when I push hard on the brakes.,brakes
Brake pedal vibrates or feels unsteady as you press down,brakes
Steering wheel shakes when running at speed,other
Front right corner is dented from a collision.,other
The air conditioner only blows cold sometimes.,other
Spongy brake pedal.,brakes
And the brake pedal vibrates,brakes
Dashboard computer reboots when traveling above 80mph,other
I try to start it.,starter
It seems like I have to press the brake pedal.,brakes
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
"Where's the place, where I need to insert my key to start it.",starter
It then takes several clicks on the left door is scratched.,other
My battery keeps dying.,other
Brake pads appear less than ¼ inch thick,brakes
That's all good.,other
"Starter makes clicking noise, won't start again.",starter
Spongy brake pedal.,brakes
I think my alignment is bad.,other
The left rear window only rolls down but does not roll back up.,other
car makes grinding noise,brakes
my lights do not work,other
Then I have to press the brakes,brakes
I have the button pushed in and the batteries just keep dying after about a week.,other
There is a bit short these days.,other
The car won't start!,other
Alternator is faulty,starter
Everything seems to be working.,other
When coming to a complete stop.,brakes
the privacy glass between my driver and my tires seem to be wearing down at different rates.,other
"The car won't turn on, but it kind of won't stop either.",other
The car make some squeaking noises when stopping.,brakes
Squealing sound,brakes
Cannot get the car to turn over.,starter
"When I tried to drive, the car made horrible grinding noises.",brakes
"This is the third one, and I hear a grinding noise coming from somewhere in the car.",other
While driving I hear lot of grinding and scraping noises when stopping.,brakes
my brakes make a squeaking noise whenever I try to stop,brakes
Car does not turn over.,starter
I have replaced the battery since the lights would come one and the car would not start.,starter
The warning indicator light is out.,other
It then takes several clicks on the freeway.,other
My car does not turn over,starter
"my car does slow, but it takes a long time to come to a complete stop.",brakes
Please help ASAP!,starter
"Then I have to brake the car comes to a stop at a stop at a stop light, I press down",brakes
My car is now a pile of ashes.,other
The car make some squeaking noises when stopping.,brakes
"When I hit the start button to turn everything off, everything stays on.",other
Just that odd clicking noise....,starter
Car won’t stop quickly,brakes
my lights do not work,other
"When it rains, the car is making a clicking noise.",other
I'm hearing a noise and feeling a vibration when I accelerate above 60 mph,other
"I think my car if the control says, eg.",other
"When I drive, I feel like the car won't start!",other
I tried starting my car but it doesn't work.,starter
Front right corner is dented from a collision.,other
I think my alignment is bad.,other
That is all,other
"It won't go, but it won't go up at all!",other
Parking brake doesn’t return once released,brakes
It takes a long time before finally engaging and actually turning on.,starter
It is very unpleasant.,brakes
I think my car,other
"I press down on the brake and the car does slow, but it takes more force to stop",brakes
Parking brake doesn’t return once released,brakes
The paint on the left door is scratched.,other
the privacy glass between my driver and my tires seem to be working.,other
